sub_id,session,run,red_idx,green_idx,value
MET000,2,3,4,6,0.84040097685364779
MET000,2,3,4,7,1.0411005083087246
MET000,2,3,4,8,1.4123323474901002
MET000,2,3,4,9,1.1153369955759742
MET000,2,3,5,0,1.5607407967188536
MET000,2,3,5,1,1.7755296072197235
MET000,2,3,5,2,1.4630433291248199
MET000,2,3,5,3,1.2295960356358575
MET000,2,3,5,4,1.3695408340634303
MET000,2,3,5,5,1.3488514869234871
MET000,2,3,5,6,1.1321148567532191
MET000,2,3,5,7,1.2705252272045131
MET000,2,3,5,8,1.1082571735242093
MET000,2,3,5,9,1.3850421639723325
MET000,2,3,6,0,1.715247629794499
